review,sentiment
goood,very negative
nice product,very negative
nice phone,neutral
awesome,very negative
good,neutral
good,neutral
good phone,very negative
nice product,very negative
good,neutral
good product,very negative
best mobike,positive
nice,neutral
awesome,very negative
giid,very negative
good,neutral
best mobile,positive
buy,very negative
good luck,neutral
good product,very negative
nice phone,neutral
super,neutral
like oppo a5,neutral
good,neutral
great,neutral
good mid range phone,negative
good,neutral
best quality,positive
nice phone,neutral
good,neutral
like,neutral
excellent,positive
nice,neutral
good,neutral
good,neutral
nice,neutral
good,neutral
good,neutral
osm,very negative
good product,very negative
ok,negative
like,neutral
nice,neutral
nice,neutral
nice,neutral
good,neutral
nice,neutral
good mobile,neutral
good,neutral
good,neutral
camera battery,negative
good,neutral
discount money,very negative
supper quality,very negative
best pho,positive
value money,very negative
best mobile,positive
good,neutral
good,neutral
verry good,neutral
yes,neutral
camara good,neutral
,very negative
good,neutral
good,neutral
bhh,very negative
value money,very negative
osm,very negative
ok,negative
nice brand,neutral
awsome,very negative
good,neutral
good phone,very negative
awesome thanks,very negative
good,neutral
good product,very negative
good,neutral
good,neutral
good,neutral
na,negative
battery,negative
superb,neutral
nice phone,neutral
good,neutral
supup divice,very negative
super,neutral
sahi nahi aya,very negative
super,neutral
best,positive
good,neutral
nice,neutral
nice nice,neutral
good,neutral
excellent,positive
good,neutral
happy,neutral
nice phone,neutral
gjjj,very negative
good,neutral
ok,negative
good product,very negative
bad,
thanks,very negative
value money,very negative
average,neutral
bad,
super,neutral
nice mobail,neutral
good,neutral
nice,neutral
nice,neutral
batery good,neutral
value money,very negative
9xm,very negative
like,neutral
sprty,very negative
good product,very negative
slow working,neutral
amazing,positive
awesome phone,very negative
nice phone,neutral
superb,neutral
goodok,very negative
like,neutral
good,neutral
camera worst,
good phone,very negative
jjhjk,very negative
good product,very negative
good,neutral
nice product,very negative
waste product,very negative
good,neutral
havy whight,very negative
good,neutral
price,very negative
nic,very negative
like,neutral
dull,
good mobile,neutral
good phone,very negative
nice mobile,neutral
love,neutral
nice phone,neutral
good,neutral
good,neutral
super,neutral
good,neutral
bad,
ba thik,very negative
awesome,very negative
best price,positive
like,neutral
good,neutral
,very negative
superb,neutral
nice product,very negative
good,neutral
good,neutral
nice,neutral
best product,positive
good,neutral
good,neutral
nice product,very negative
good,neutral
good one,very negative
nice,neutral
great,neutral
good,neutral
sexy phone,very negative
cool,neutral
review,negative
gud phone,very negative
good,neutral
nice,neutral
super,neutral
like,neutral
like,neutral
good,neutral
help,neutral
good,neutral
best,positive
good,neutral
good,neutral
good,neutral
ok,negative
,very negative
good,neutral
nice,neutral
good,neutral
nice mobile rear camera minimum 48megapixels,neutral
camera quality good feature given company getting good whenever using youtube getting small screen customer care back team say pls reset phone already reset watching video getting problem small screen please replace mobile soon earlier,very negative
awosam produtfirst dizine hood looking2nd battery awosam lightweight3rd proccessor good snapdragon4th quad camra briliant photography5 th type c charging awosam first time oppo mid range mai type c charging6th headphone great,negative
compare vivo realme even samsung providing mp camera vise little bit disappointing providing fast cahrger overall performance good look vise phone also gud overall,neutral
ok guy mobile look stealer performance one go look waste dolby atmos speaker got low volume penta setup suck like 5mp camera fails fo capture properly night day decent job next coming display got good viewing angle bright vivid colour people look matter need oppo beand,neutral
pro good looking2 nice display3 good batterycons fast charging2 display nice full hd understand why3 bit heavy weight4 pattern locking5 double tap wake screen6 provided quad camera attract customer camera quality mark compared mi range7 overall average phone high price,neutral
smartphone experience next level upgrading oppo a5 featuring five camera setup smartphone oppo a5 designed dazzle phone come assortment colour ergonomic body look premium inch hd display minimal edge whether watching movie reading news feed screen offer immersive content viewing experience phone powered qualcomm snapdragon processor 4gb ram also get 64gb internal storage expanded 256gb using microsd card fully functioned fingerprint reader backed massive mah battery phone keep going without charge day manufacturera camera every occasion12mp rear quad camera 8mp front cameraoppo a5 fit five separate camera single smartphone 12mp rear main lens maximum photo resolution ultra wide degree rear lens panoramic picture two rear lens provide artistic portrait effect 8mp front lens featuring ai beautification rear quad camera119 degree ultra wide angle lensultra night mode,neutral
opportunity mobile drawback felt position power button volume button placed side mobile oddly chance pressing button time u want switch mobile screenshot captured ideal position butuons side mobile either left right odd placing really irritating,very negative
good,neutral
best option exchange got 9k review score design thing like screen size corner back panel camera position perfect light weight sound quality photography similar available option market day light usual clear crisp get time night photography repetitive uploaded pic night mode minimal light good battery backup best category heavy us 30hours normal us go day performance played many game seems good opening game auto memory cleaner run lag heat issue memory space gb free space basic apps pre installed separate card slot available gb ram available updation playing game also gb space availablepros apart mentioned point front cam good like similar phone earphone quality look good range dual speaker position front top display near charging pin stereo come properly4 face detection fast5 heating issue charging youtube gaming6 battery lasting day normal usescons fingerprint scanner position bit high2 ram gb would perfect option3 macro photo good compare redmi pro4 fast charger pack,neutral
day screen maximum getting hd hdr pubg game support like regular phone like 8k also,very negative
best phone,positive
good budget phone got power packed beast r exchange honor 7c dishonored phone idiotic check resolution awesome best phone good price battery massive 5000mah power factory,neutral
good mobile new latest feature compared prize 3gb ram fairoppo must give 4gb ram fill bitt hang problem good,neutral
using oppo a5 within day battery life good heavy usage game video still one day full stay battery life best processor gaming performance game run smoothly play heavy graphic like free fire pubg call duty game run smoothly ultra hd graphic lag issue facing display hd display ok camera medium,negative
phone heavy definitely meet long lasting power backup challenge serious set back camera performance taken count compared camera year old mobile also within 15k range gave better photo result,neutral
purchased phone exchange ever old phone accessory mention thay cancelled order,very negative
damage product chargee working duplicate phone sold amazon dont buy phone amazon sell duplicate phone brand name,very negative
camera quality worst buy redmi note time better charging completed hour nokia camera better waste money going buy biggest mistake really disappointed buying oppo a5 within hour use suggested buy otherwise choice believe see pic,very negative
okay kind phone cost rather working mega pixel need work providing better camera lense screen quality average battery great ui also good price ram great recommend think n look option well buy phone,neutral
display viewing angle much good price range model dolby atmos stereo speaker really awesome sound interested watching movie youtube video music lover strongly recommend phone,very negative
nice productgood feuters satisfied oopo used originally andra pradesh thanks much,very negative
used phone good phone life,neutral
display battery life really good camera okay fingerprint face recognition good backover also provided charging also fast overall value money amazon delivery packaging good,neutral
overall performance good multiple message delete option photo folder view good photo contact image whatapp image clear,negative
good,neutral
feature android version available software updatesvery stylish designcamera goodgames run smoothi liked phone muchthanks oppo,neutral
worst phone see ever phone hang lag screen blackout touch work first daycome collect bundle phone,very negative
overall excellent phone exceptional camera quality zero lag performance little heavy worth considering 5k mah battery safely best class price range,positive
oppo wrost brand dont buy display protection fake bricked dropping foot future update update come phone dont fastboot mode month battery last hour playing pubg,very negative
simple sophisticated easy use average spender like finesse thing look phone,neutral
amazing phone wonderful feature need install extra apps hide apps photo file etc inbuilt battery backup awesome word say amazing phone loss ur money,very negative
even think mobile lot lag mean literally lot lag waste money anyone happy phone must oppo lover never used phone oppo even worth,very negative
bad battery heating phone operating system optimal,very negative
buy chine phone,very negative
awesome phone price 3gb 64gb varient battery back unbeatable day ago battery remaining phone play song continue hour traveling quality camera see pic love,very negative
wonderful battery backup 5font camera 5back camera 5display 5face unlock 5fingerprint unlock 5charging 5overall rating,neutral
really nice product bought daughter age good like much tq amazon type phone came amazing,very negative
fingerprint good battery life good camera quality also bad overall good phone cheap best phone also,neutral
working really nice parent using phone really satisfied phone work good,very negative
pathetic phone even month dince bought phone get hanged good hour time able switch touch work bad experience,very negative
phone good sound lover worse phone looking descent stereo speaker go itcamera worse ever camera ever seen,very negative
battery life good charge one time use least three day nice phone camra good price want take good pic good suggest buy phone,neutral
bad touch smooth fast according price best phone support fast charge performance better,neutral
game lover camera usually watch movie serial hot star listening music reason mobile suitable dual speaker stero loud speaker,very negative
decent device great battery life decent camera decent display great size dolby atmosphere would full hd display would great package,neutral
awesome feature battery backup,neutral
nice,neutral
request indian purchase item plz prefer another company like samsung,very negative
design good quite issue finger print let wait day finger print work amazon oppo screwed,neutral
nice buttery backup 5000mhnot 4000mh ki tarh hiyour point viewbe comprehensive2 feel free compare,very negative
gifted sister soo surprising love gud battery life well camera tooo gud gud product value,neutral
useless phone waste money poorest quality phone battery even last hour,very negative
bought mum love phone big bright screen along good camera gb ram let slow,neutral
great product example camera sound quality finger price good product great product,very negative
phone rate increase interestedparches amazon online shopping app time decrease,very negative
good mobile lot good feature gamer review good mobile price,neutral
bad item amazon service bad shopping amazonso please take care thank,very negative
cancelled,very negative
bad quality waste ur money oppo,
experience bad please buy mobile buy mobile price camera quality really bad,very negative
nyc,very negative
value money hd display 8mp camera disappointed processor,very negative
lagging u play pubg easily smoothness phone like samsung camera good hv purchased black colour worth think,very negative
best phone best camera fingerprint good u best good nice,positive
nice phone aal besic thing working good,neutral
best phone price segment best camera performance finger print work slowly overall fine segment,positive
good product good baitri life nice sound quality beatri breakout session sender ip address good alleays star give,neutral
like product mustand mobile camera quality beautiful battery backup must,very negative
camera poor quality look good finishing really disappointed spending much money,very negative
nice phone battery good camera also good fingerprint work nice fully satisfied product,neutral
bad battery life2 front camera quality bad3 touch responsive sometimes,neutral
bought love whitesound system awesome battery backup goodlate charginglooks beautifulremaining normal,neutral
bad phone ipurchased recently hang always bad touchscreen take long time charge value money,very negative
good mobile price superb battery back owsome finger print selfie camera superb back camera average,neutral
good phone best price little bit high also camera quality best quad camera show,neutral
best phone mobile used price,negative
mobile look nice camera also good finger print good use mobile pattern lock,neutral
defected model received fully disatissed order gift felling like stupid ordered,very negative
chinese product purchase,very negative
phone ok battery capacity falure get hour fully charged,negative
good mobile phone battery life good work camera front backand good work led cm,neutral
great product even unexpected thing like earphone phone cover box satisfied,very negative
good product nice operating,neutral
bought phone today today us say great performance,neutral
u best mobile phone 10000rs range go http amzn 2lys4h3,negative
good,neutral
good one look awesomealso got earphone tampered glass package,neutral
good product camera quality battery also nice one best model love super,neutral
good oppo a5 new mobile phone camera vest phone solid happy,neutral
using almost month good phone sturdy value money,very negative
like,neutral
overall good product,very negative
written reviewyou could mention fingerprint reader battery life camera quality,neutral
good,neutral
excellent phone,very negative
much expected,very negative
bad poor product always hanging poor camera samsung better,very negative
boycott made china,neutral
best phone smart phone best performance company oppo best smartphone brand,positive
poor phone poor battery poor camera,negative
bad vry good phone love,very negative
costly mobile phone sd also come r mobile phone,very negative
brought thz phone r back n procetion screen gaurd,neutral
best phone ever seen life best camera best battery back best selfie phone,positive
camera quality poor capturing detail well low light day light except mobile good,neutral
bad camera like money vest,
perfect competition samsung galaxy a50,neutral
bad experiencehe rejected exchange negligible crack,very negative
poot quality,very negative
good phone,very negative
good battery life camera awesome one take photo expert mode get great contrast clarity,neutral
phone really good phonesspeaker ossam,very negative
nice phone fully satisfied product new feature worthy nice,very negative
fingerprint reader good bettery life good,neutral
headphone missing inside sealed pack either seller product fraud,very negative
bad product oppo mobails camera quality low buy oppo,very negative
good faulty set support provided anyone,very negative
ideal model prof oppo give worst camera,neutral
best phone feature budget good phone,neutral
friend owns phone worst sale service,very negative
good phone exchange phone new oppo a9,very negative
battery backup gud camera quality gud,neutral
worst ever network lock using foreign contact number,very negative
c k k b boycott chinese,neutral
awesome price worth phone,neutral
worest phone,very negative
camera quality super battery life super,neutral
camera gaming performance worst,
wrost mobile,very negative
good product budget mobile,very negative
camera good battery back issue consumption high,neutral
good phone,very negative
camera quality,neutral
build quality good look like old china phone,neutral
headset box,neutral
mast phone,very negative
beat priduct 12k,neutral
poor quality customer service,very negative
waste,very negative
good mobile,neutral
problem whatsup keyboard enter key showing,very negative
good camera performance weak,neutral
worse phone ever,very negative
camera quality good box jo headset,neutral
worth money,negative
good product,very negative
,very negative
nice phone,neutral
fantastic,positive
best phone,positive
good phone latest feature within budget,neutral
nice,neutral
hi,very negative
camera quality gd battery life good,neutral
camera good,neutral
unreliable phone,very negative
hand set oppo a5 gps working,very negative
camera quality poor,negative
super,neutral
good looking,very negative
good speed according given configration,neutral
aswam phone,very negative
good battey music system,neutral
good phone,very negative
good,neutral
good phone,very negative
old phone,very negative
amazing amazon excellent product,positive
okkk expected level,neutral
phone good,very negative
usable india region network,very negative
overall performance better,positive
better best quality,positive
spr,very negative
mobile camera battery life good,neutral
greatest battery life quick charge,neutral
awesome,very negative
best camera quality,positive
bad,
camera,neutral
nice good phone ahe,neutral
ty,very negative
good,neutral
camera quality much good,very negative
best music lover,positive
good mobile phone stilish,very negative
like,neutral
live,neutral
excellent product,very negative
happy,neutral
ok,negative
good,neutral
supar good nisu,neutral
super,neutral
worst buying,
nice phone,neutral
nice,neutral
osm phone,very negative
best mobile,positive
bakhwas mobile,very negative
ear phone missing,very negative
expected,neutral
mobile hang,very negative
good,neutral
camera bestsound bestspeed goodguyes go review regarding quality best class phone camera quality much better 13mp camera macro photography awesome phone must buy product,very negative
got friend wanted something samsung observation pro extremely budget device decently fast ai enabled mid range octa core processor snap dragon medium level gaming bigger inch ip full hd screen better multimedia experience good look feel solid quad camera setup allowing variety shot depth macro ultrawide shot decent solid construction corning gorilla glass screen face recognition fingerprint sensor back additional security support latest bluetooth version fingerprint repellent front back glass body good full day battery mah backup reversible charging fast charger inbuilt youtube application widevine dual 4g volta enabled sim dedicated separate microsd slot good selfie shot effectsdual speaker clear stereo loud sound come silicone cover earphone included pack con screen resolution x hd x fhd clarity le main back camera accurate color different angle focussing bit late clarity low light also good offering android whereas samsung offering android better mah battery offered samsung bit dull screen contrast compared samsung amoled loud sound speaker overall package le compared similar priced samsung final verdict considering overall package suppose samsung m21 offer better value price camera battery processor android version look hand feel yet interested something samsung extreme budget oppo a5 surely good enough click helpful review helpful,neutral
writing review using phone week oppo a5 decent budget range smartphone android camera good definitely best one plus point get pre installed goggle lens useful feature battery mah upto mah phone get charge almost hour battery work smoothly disappointed display come hd display full hd display also received earphone box good local quality definitely find earphone r market phone come pre applied screen protector transparent backcover coming sound quality sound awesome come dolby stereo sound produce 3d sound effect even full voloume crystal clear sound music lover definitely love phone phone back good grip hand glossy white rainbow finishing love rainbow efftect phone back ordered white colored oppo a5 coming gaming experience job palyed pubg well free fire high quality game run smoothly thanks game booster provided oppo really useful playing game also come feature notification feature avoid disturbance playing game also come pre installed screen recorder long screenshot feature really useful also last thing would like mention come lot pre installed chinese apps would definitely suggest unistalled chinese apps privacy data security purpose sugestion go phone music lover listens music high volume time speaker gaming person buy phone average usage heavy gamer perosn please buy phone cone fast charger definitely essential gaming person person average use go kind job one place,neutral
nice phone needed spare phone office sim found good value money got month cost emi price point lot pro device snapdragon capable processor huge mah battery quad camera setup metal body real glass back android factory installed screen guard soft case thing could better price point screen resolution hd battery charging could faster 10w,very negative
writing review almost week got deal around 5k mrp amazon recent prime day sale mom using found friendly enough isnt well versed technology coming huge plus found camera quality decent battery quality good user friendly come decent headphone pleasantly surprised price oppo delivered winner sure go,neutral
pro sims microsd provision2 finger print face recognition quick3 battery definite advantagecons bulky especially putting case provided it2 screen appealing case used samoled like lot3 back prone scratches4 screen guard extra edge professionally done studrdy overall5 model imei recognized amazon flipkart look exchanging phone stuck phone,very negative
bought redmi note year ago cost upgraded difference amazing mobile get much much faster every generation computer really like fluidity floating window multi tasking downside adslr user upset raw photo option camera using 3rd party apps give access primary cam raw support hoping bbk fix amazing little beast,very negative
phone excellent term feature excellent touch easy operate good camera quality thing need evaluated uages task phone seems get slow daily operation memory seems constant challenge even gb probably higher one better since use lot apps,very negative
phone fantastic feature also decent price compared paid good condition battery life camera quality even look wisewho looking phone normal usage best phone finally good phone,neutral
everything thing great must buy picture quality awesome audio outstanding watching netflix phone made simple regard sound must buy got exchange,very negative
used oppo a5 unfortunately display broke due fault hence bought phone liked excellent design display good battery back back draw fast charger main back camera decent mp still complaint overall value money compared phone available,neutral
good mobile working perfectly price good buyed good performance camera good quality fingerprint good sound good touch soft performance phone good,positive
quality upto mark price range realme redmi offering better value money phone else go samsung infinix,very negative
used fan samsung redmi believe oppo changed outlook completely awestruck quality design performance phone battery life great,neutral
camera quality good battery back superb build quality good charging much slow,neutral
city totally lockdown amazon deliver particular time period thanksand mobile great product camera sound better thane aspect thanks amazon seller,very negative
phone good grabbed good battery life classic finish taht would happy camera would also good picture clear apart good deal,neutral
product amazing amazing camera quality complimentery back cover excellent quality good battery life screen guard already applied good quality,neutral
bought dad used samsung phone come difference button software supposed,very negative
best part mobile medium experience stereo sound awesome battery powerful camera average daylight average low indoor light mobile little bit heavy,neutral
nicely working finger print scanner battery life good camera quality awesome good phone price,neutral
phone developed problem one month internet speed working return window also think struggle find warranty service replacement start keep posted development,very negative
worst product ever go brand like samsung absolutely worst product world,very negative
right box feel good little slow amazing sound screen good selfie cam good rear camera,neutral
video camera worst even support recording wide angle mode everything else good,neutral
great phone good battery life good performance brother loved battery life design colour phone awesome,neutral
working wonderfully well bought someone else happy,neutral
good experience using oppo a5 till especially camera quality super awesome finger print face unlock damn smooth take friction second,neutral
nice good awesome phone display excellent value money,very negative
optimization isnt great lag ui fingerprint face unlock fast medium phone battery good,neutral
good product orderd black colour seller sent white colour,very negative
fully happy satisfied mobile oppo,negative
charging full get time 5hrs nfc option available fake information given bad quality home,very negative
touch screen working properly much slow,very negative
amazing product budget overall performance good,positive
fantastic phone fantastic price,positive
finger print senser quite goodcamera quality enough goodbattery life moderatebuy instead phone poco m2 pro,very negative
awesome device excellent price point,very negative
wholesome package,neutral
good quality low budget,neutral
best value phone,negative
best great smartphone,positive
nice one,neutral
value money,very negative
good mobile category,neutral
good,neutral
appears good,very negative
overpriced phone else issue good phone good spec instead go realme,very negative
useless right first day hanging memory problem,very negative
good product,very negative
awesome product,very negative
good phone low range,neutral
ok,negative
good mobile budget price range attractive exchange offer opppo best,neutral
like,neutral
battery life mark per expectation well,neutral
fabulous,neutral
phone much slow responding load anything useless phone,very negative
awesome phone,very negative
best class,positive
good phone price better product r available good one,very negative
goood phone,very negative
nice mobile receiving head phone,very negative
ok,negative
best price great phone,negative
using phone white screen showing continuously able use,neutral
nice look gud performance,neutral
nice product,very negative
mobile nice,neutral
decent performance snapdragon,neutral
got expected,neutral
nice,neutral
na,negative
ok,negative
good,neutral
good budget,neutral
superb phone,very negative
good product,very negative
good,neutral
good,neutral
nice,neutral
price worthy,very negative
totally satisfied product service,very negative
good,neutral
nice,neutral
super awsome perfect intellegent product year much must home f ourself didnot buy feel dull buy product,very negative
osam nice well like think best price thank love,positive
please boycott,negative
exchange redmi,neutral
nice,neutral
best phone price range battery superb,negative
good,neutral
excellent quality,neutral
best phone budget oppoyou get awesome feature like ultra wide angle fingerprint reader type c cable reverse charging etc go,very negative
camera awesome battery backup great device weighs little high,neutral
good,neutral
,very negative
wow,neutral
good,neutral
bad product buy product product bad person buy thank,very negative
good,neutral
osm look dazling white color camera quality excellentsuperb phone meand dazling white color osmmmmm,neutral
good product quality good,very negative
average phone,neutral
best budget phone quad camera bought rupee varient,neutral
best phone,positive
item defective work,neutral
phone worst requested phone return yet done buy mobile online worst service,very negative
