label,text
3,spunky original take theme resonate single many age
4,glorious groove leaf wanting
3,majidi get uniformly engaging performance largely amateur cast
2,well observed disturbing little movie
3,fan nijinsky savor every minute cox work
4,everything loved still everybody want kid show kid
3,jagger actor someone want see
3,escapism purest form
3,kind attentive concern hoffman brings character giving private lesson time first public recital
4,comic gem serious sparkle
3,u audience may find attal gainsbourg unfamiliar persona give film intimate quaint reality little closer human nature hollywood typically concocts
3,director jackson strike rewarding balance emotion human scale action effect spectacular scale
4,loving little film considerable appeal
3,although bit smug repetitive documentary engages brain way current film
2,flawed worthy look life u relocation camp
1,demand much viewer
1,story drift inexorably cliche tortured torturing artist consuming impossible love ca n help become disappointed overwrought new sequence plod
4,mentioned set design interior haunted vessel effectively creepy moodily lit
2,
0,shamelessly sappy worse run away provocative theme
0,ring left cold wet like seattle drizzle without rainwear
0,film seems dead weight
1,lack pace kill although movie cancer might apt
0,anyone grew disney treasure island remembers victor fleming classic one feel like impostor
1,clutchy indulgent pretentious travelogue diatribe well stuff
3,watching scarlet diva one poised titillation raw insight
1,instead get messy anger movie personal therapy
0,meandering sub aquatic mess bad good slide freebie
0,ending cop
2,happens john q
1,n sam clue
1,feel unedited personal journal
1,remember bond glamour clamor
1,
2,cry havoc let slip dog cheese indeed
2,charmless nonsense ensues amid clanging film reference make jay silent bob excellent adventure seem understated
2,n quite deserve gong fascinating act confession dangerous mind
1,subject swinging still seems ripe documentary one
1,hudlin stuck trying light fire soggy leaf
1,unlike directorial effort la femme nikita professional transporter lack besson perspective storyteller
0,overall effect completely inane one would mighty bored even think staying say ten make three minute
0,supporting character eastwood film weak subplots
0,one weaker
1,audience find mention political prisoner persecution might paint castro regime le saintly tone
1,film take long getting good stuff take long figuring next
1,practically smell patchouli oil
2,say analyze de niro best film since meet parent sum sad state recent career
0,actor n inhabit role trapped forced change behavior bizarre unjustified fashion spout dialog consists mostly platitude
1,often deadly boring strange reading classic whose witty dialogue treated baffling casual approach
1,film made get laugh slowest person audience pure slapstick lot inane inoffensive screaming exaggerated facial expression
1,consists plot joke done often people far talented ali g
1,moderately involving despite bargain basement photography hackneyed romance
2,insight anguish heidi life depiction pain today version greek tragedy talk show guest decrying fate
0,editing chaotic photography grainy badly focused writing unintentionally hilarious direction unfocused performance wooden
0,de palma bad really bad femme fatale rank worst done
2,tadpole emblematic witless ageism afflicting film young cool young cool
1,doubt anyone remember picture time christmas really roll around maybe video
1,uncertain tone garbled exercise sexual politics junior varsity short cut way bad thing
2,well end well rest assured consciousness raising lesson cloaked gross gag
0,thing worse substandard run mill hollywood picture angst ridden attempt profound
1,think jennifer lopez shown poor judgment planning marry ben affleck wait till see maid manhattan
1,star matthew perry elizabeth hurley illicit chuckle joke land crash ultimately serving sara n distinguish herd
1,best avoid imprisonment dull nerdy folk inhabit cherish
1,culkin exudes none charm charisma might keep general audience even vaguely interested bratty character
2,end ted bundy justification director common unexplored fascination frustrated maniac larger point little social context
1,like channel surfing discovery channel late night made cable action movie
1,movie rather skip along seine le slogs way soggy paris tongue uncomfortably cheek
1,shot perhaps artistically handheld camera apparently movie light joaquin baca asay low budget production swing annoyingly vertigo opacity
0,imagine really bad community theater production west side story without song
0,soul lacking every character movie subsequently movie
0,one trick pony whose bit still ca n save unoriginal unfunny unrecommendable
2,worst kind independent one actor play dress hick ponderously mope around trying strike lightning captured 1970s predecessor
2,may prize winner teacher bomb
3,production value
4,use cgi digital ink paint make thing look really slick
3,voice fine well
1,problem thing script
2,got heart right place also wilt awhile
0,prof movie goodness thing good movie
1,well go forever
0,overproduced generally disappointing effort n likely rouse rush hour crowd
1,topkapi
0,shayamalan wanted tell story man loses faith n instead using bad sci fi window dressing
1,ethan hawke always fancied bastard child beatnik generation chelsea wall
2,equal part bodice ripper plodding costume drama
1,suggesting actually see unless kind person seen every wim wenders film 70
0,film misfire every level biggest downside paucity laughter supposed comedy
4,liked film still like
1,minute condensation episode tv series pitfall expect
1,guillen rarely get beneath surface thing
1,list ingredient never mix stir
0,audience expected suspend disbelief far include clock shadow tall wooden kid skip school
0,imagine life harry potter martial art adventure told lobotomized woody allen idea fate lie store moviegoer lured mediocrity kung pow enter fist
1,delivers chill sustained unease flounder quest deeper meaning
0,credibility level low character development non starter
1,would preferred transfer hall mr holland class music robin williams lecture could listen teacher humor passion verve
2,part ingredient
1,unwillingness explore beyond surface character prevents nettelbeck film coming together
4,earnest heartrending look divide religious fundamentalist gay relative
1,also heavy handed devotes much time bigoted view
1,mawkish implausible platonic romance make chaplin city light seem dispassionate comparison
2,yes one enjoys seeing joan grow awkward young woman strong determined monarch love philandering philip diminishes stature
1,film hinge casting glover really n fit part
0,throwaway junk food movie whose rap soundtrack better tended film
0,candy like taste fading faster cent bubble gum realized throwaway movie wo n stand test time
2,trifle
2,literally nothing pool new grew stalker flick one appease minute
1,arguably year silliest incoherent movie
2,anyway one reason another crush turn dire drama partway
0,get stupid maudlin
3,bad thanks lovely comedic moment several fine performance total loss
2,chao chen kaige assistant year china
0,learnt storytelling movie
1,mixed bag comedy ca n really described world
0,film travesty genre even spoof take seriously
1,marries amateurishness blair witch project illogic series contender create completely crass forgettable movie
0,piano teacher sort movie discourages american audience ever wanting see another foreign film
2,another regurgitated action movie better film half past dead
0,point
3,lovingly choreographed bloodshed taking place pristine movie neverland basically
1,junk food cinema greasiest
4,wet blue crush highly enjoyable
1,dry land though surfer girl melodrama start gasping like beached grouper
3,new movie bright sheen
0,like ballistic arrive stillborn looking like beaten well worn video box cover seven year future
1,story naturally poignant first time screenwriter paul pender overload sugary bit business
2,see robert de niro singing dancing west side story show tune
3,choose reaction sure funny
0,b sure pathetic
0,sermonizing lifeless paean teenage dullard
2,dramatically shaky contest will reiterates old hollywood saw evil interesting good boring
1,long film start playing like general hospital crossed saturday night live spoof dog day afternoon
1,charm willful eccentricity least evidenced latest cinematic essay beginning wear bit thin
1,instead accurately accounting terrible true story film determined become next texas chainsaw massacre
2,countless people merely like watch solid tale universally interesting soul
1,silly self indulgent film silly self indulgent filmmaker
1,scarlet diva voyeuristic tug lot le sensational want
1,character forced overwritten funny believable much time clayburgh n always improve top mix
1,flashy pretentious impenetrable morvern thick working class scottish accent
0,lame haphazard teen comedy
1,kind movie end festooning u art house screen reason fact french well mostly english subtitle magically significant
0,miserable excuse movie run empty believing flatbush machismo get
1,expect reminded better film especially seven director william malone slavishly copy
1,nair stuff film dancing henna ornamentation group song narrative clichés telegraphed episode smell old soap opera
1,getting harder harder ignore fact hollywood n laughing u folk
1,laughing u
1,might better documentary le mr eyre uninspired dramatics sense observation outrage
2,every good actor need hamlet
3,benigni n shakespeare wanted define career pinocchio
1,might well problem child iv
1,arnold jump little screen big leave frown face
2,awful appealing
1,lack opposing viewpoint soon grows tiresome film feel like series toast testimonial dinner documentary
1,nothing plot wise worth e mailing home
1,left superficial snapshot however engaging insufficiently enlightening inviting
1,helmer devito attempt many thing story ethic payola vice murder kid tv revenge
0,would n preferred way spending minute
0,hated every minute
1,hose extreme prevent u taking message seriously stepford wife mentality n work modern context
1,obvious politics rudimentary animation reduce chance appeal hey arnold
4,movie reach far beyond core demographic
2,mistaking fact hybrid miss impact disney classic even excellent mgm version
1,simple sometimes maddeningly slow film enough charm good acting make interesting ultimately pulled pacing lack creativity within
3,roger michell appealing job directing persuasion notting hill england get artsy american debut
2,almost poignant dimension way every major stunt seagal character performs shot behind could fool u thinking watching double
2,anthony hopkins
2,big deal
2,already seen prequel silence lamb hannibal better first time
1,ostensibly celebrates middle aged girl power even present friendship woman pathetic dysfunctional destructive
1,example type project robert redford lab willing lend imprimatur perhaps time rethink independent film
1,pumpkin sits patch somewhere mirthless todd solondzian satire callow student film
1,much funny aggressively sitcom cute full throwaway one liner quite joke determined tv amiability allen personifies
2,waiting happiness bad film n
0,incredibly dull
1,sad thing knockaround guy lame aspiration grasping coolness vibe fact film n flippant slick think
1,cumbersome cliche ridden movie greased every emotional device known man
3,director ferzan ozpetek creates interesting dynamic member group live apartment building
1,loses focus concentrate single person
1,egoyan movie complicated sustain involvement excuse little critical heresy intellectually ambitious
2,want thought subversive little indie film quality modern situation comedy
1,despite apparent motif contrary end like seinfeld revered tv show pretty much nothing
0,shadyac shoot film like night shyamalan movie frequently maintains snail pace forgot add genuine tension
1,play le like coming age romance infomercial
1,laugh clever sight gag scattered enough make anything another big budget bust
0,story preposterous n believe second despite best effort everyone involved
2,heard fan first men black come away hating second one
2,wonder
1,felt like movie
2,despite relentless vim winsome facial symmetry witherspoon dialed america sweetheart
1,ultra low budget indie debut smack good intention talent
1,birot competent enough filmmaker story nothing fresh exciting
3,de niro mcdormand give solid performance screen time sabotaged story inability create interest
1,even single digit age able recognize story goofy even disney
2,essentially missing blackboard sense something bigger ultimate point
1,compendium solondz worst instinct minute
0,comedy funny action movie thrilling uneasy alliance
1,story familiar many predecessor like eventually culminates exactly stunning insight crime n pay
0,fun setting fire parking lot
0,entertained getting hit bus
2,dissing bond movie quite like calling dog stupid temerity run two hour feel like winding kick
1,ritchie treatment class reversal majorly ham fisted repetitive manifesto keep getting thrown people face fact amber joke
1,flat revelatory performance michelle williams
1,little frothy vanity project
2,film go unusual sci fi character study chase flick detracts ending
1,verbinski substitute atmosphere action tedium thrill
1,surface frenzy high crime charged loitering much view little offer
0,sum fear almost impossible follow something cringe inducing seeing american football stadium nuked pop entertainment
2,alex nohe documentary play like travelogue mostly resembles real life big budget nc version tank girl
1,title trapped turn pretty fair description feel watching ultra manipulative thriller
1,ihops n pile much syrup
3,part spy amusing lark probably rank one murphy better performance one lesser praised movie
0,focus joan raging hormone sledgehammer audience spanish inquisition madness much became mad wasted minute 21st century torture device
0,series died long ago keep bringing back another day punishment paying money see last james bond movie
1,bit unwieldy mess
1,story bizarre mysterious n want worrying whether ineffectual broomfield going courage knock door
1,filmmaker juggle juxtapose three story line fail come one cogent point unless life stink especially sensitive married woman really love woman
1,movie feel like going great carry feeling way long time takeoff never happens
1,gimmick search movie get carvey many silly costume deliver many silly voice possible plot mechanic damned
1,last time saw theater full people constantly checking watch sat
1,fifty minute tedious adolescent melodramatics followed thirty five minute inflated nonsense
2,lack punch verve needed make genre soar
1,often faintly amusing problem character never become important u story never take hold
2,tough astringent darkly funny well also generic untidy condescending mild impact rather stunning
2,largely fan artifact
1,denying elaborateness artist conception ability depict outrageous elan really whole series much pretentious nonsense lavishly praised equate obscurity profundity
1,character wander predictably treacherous situation even though know better
1,plenty style guillermo del toro sequel hit need minute tell tale simply ca n sustain minute
1,f one indie flick life chance already seen kind thing
0,reason anyone invest hard earned buck movie obviously n invest much either
1,strong first quarter slightly le second quarter average second half
0,boring wincingly cute nauseatingly politically correct cartoon guaranteed drive anyone much age screaming theater
1,vampire thriller blade ii start wild hoot suck blood fun toward end feel vein cringing workout
1,first villians introduced spider snake know real winner creativity peak
1,afterschool special without courage conviction
2,final result make adequate entertainment suppose anyone seen chicago stage leave theater feeling watched nothing pale imitation real deal
1,director byler may yet great movie charlotte sometimes half one
1,movie explore religion disappointing see one reduce idea fit sampler
2,also clear start transporter running purely adrenaline initial high wear film shortcoming start shine
1,watching rather like viewing long soap opera first episode good
2,fun psychological mess austin power bumping head way closet
1,touching moment etoiles part dull dour documentary ought joyful least fascinating subject
1,could whole plan produce something make fatal attraction look like classic comparison
2,sane rationale think swimfan existence
1,n laugh ongoing effort cube skinny buddy mike epps make like laurel hardy n hood
0,way supernatural snore fest could give anyone case fright put sleep movie nightmare
2,wonder reaction israeli supposedly evenhanded presentation
0,film would work much better video installation museum viewer would free leave
2,immediately
2,human nature initially succeeds allowing go crazy ultimately fails spinning control
1,prison soccer movie starring charismatic tough guy vinnie jones much spitting enjoy
0,even hanson brother save
1,thriller side movie falling flat stalker n much stalking cop lawyer grasp concept actually investigating case
1,strained comedy jettisons opportunity rock make mark serving usual chaotic nonsense
0,sour nasty offering
0,feel like one contrived hollywood production name actor deliver big performance created sole purpose generating oscar talk
0,obstacle easily overcome n much way character development script
2,tell show
1,earnest fall short ideal predecessor largely due parker ill advised meddling timeless source material
1,film might satisfying fact fleshed little instead going easy smile
1,pretentious editing ruin potentially terrific flick
1,every animated film disney become classic forgive come expect studio minute school cartoon
0,circumstance consider taking child younger middle school age wallow crude humor
0,nothing debases concept comedy quite like grinding bad idea showtime crammed full
1,much anticipated ultimately lackluster movie
2,really another genre picture
2,story could expanded worked compelling single feature current incarnation storytelling never quite get rather lopsided conception
2,william shatner pompous professor sole bright spot
2,trite psychological thriller designed keep audience guessing guessing confused suspecting come time wrap thing send viewer home
0,neither funny suspenseful particularly well drawn
1,acting particularly tambor almost make never worthwhile writer director schaeffer follow titular advice
2,star manage funny like recent spy star chemistry begs question whether random gag add movie
1,collateral damage go number rep decent action entertainment silly showdown ending force viewer totally suspend disbelief
0,enigma good name movie delibrately obtuse unapproachable
0,waste good performance
0,dreary incoherent self indulgent mess movie bunch pompous windbag drone inanely two hour cacophony pretentious meaningless prattle
1,kept thinking enjoying
1,n
1,conceived mr schaeffer christopher grace little collection quirky trait lifted screenwriter outline thrown actor charged impossible task making jell
0,like many allegedly scary movie get tangled twist choke energy right audience seek frighten
1,essential problem orange county created unusually vivid set character worthy strong cast film flounder come giving something
0,like hearst enormous yacht slow unwieldy take long time reach destination
0,character movie shred plausibility event believable confrontation staged moment false
1,last time joke flowed cho life story provided engrossing dramatic line comedian hide behind obviously constructed routine
1,come something even quasi original pillage shirley jackson richard matheson puke something like rose red
3,broadly played lowbrow comedy cast delivers mildly amusing performance farm animal injured gag
1,gory comedy silly effective horror film
0,lack heart depth purpose
3,though bit patchwork script production glossy rich green environment almost make picture work
2,perfectly enjoyable instantly forgettable nothing write home
3,wasabi slight fare indeed entire project feel something tossed quickly like one hubert punch go smoothly enough popcorn
2,somehow wildly implausible strangely conventional
2,ill fitting tuxedo strictly rack
0,premise extremely bad taste film supposed insight poorly thought substance free even high school senior taking first psychology class could dismiss
1,set nice concept fiftysomething leading lady fails loudly execution
2,kidman really thing worth watching birthday girl film stage trained jez butterworth mojo serf yet another example sad decline british comedy post full monty world
1,imagine james wood character videodrome making home movie audrey rose showing kid sixth sense imagined ring
0,time kaufman imagination failed
1,intermittently pleasing mostly routine effort
1,becomes gimmicky instead compelling
1,frenetic really funny
1,taken individually collectively story never add much promise
1,prepubescent girl laughing britney spear movie starring debut whenever n impatiently squinting watch
0,didactic dull documentary glorifying software anarchy
1,sluggishly directed episodic tv veteran joe zwick sitcom without snap crackle
1,could nap hour miss thing
2,director clare kilner debut never daft
0,new best friend n gone straight video gone straight mystery science theater video
2,wallace seems le like burning tell war story itching somehow tack one together
1,thrill long gone
0,began life computer game morphed movie bad one course
2,part comedy part drama movie wind accomplishing neither full leaf u feeling touched amused several moment idea nevertheless dissatisfied movie whole
0,godawful boring slug movie
1,dull devoid wit shaggy dog longs frisk back alley history scarcely manages modest snoozy charm
1,scene scene thing happen hard pressed say
1,unimaginative nasty glibly cynical piece work
2,conventional standard fairly terrible movie also weirdly fascinating ready made eurotrash cult object
3,also time curiously moving
1,tug war core beijing bicycle becomes weighed agonizing contrivance overheated pathos long wistful gaze
0,vile tacky two best adjective describe ghost ship
1,decent actor inflict big damage upon reputation
1,author well great grandson think filmmaker simon well would reverence material
0,costly dud far cry either book beloved film
1,offensive way exploit hot button issue domestic abuse cheap thrill disgusting manner repeatedly put small child jeopardy treating little prop cruelly tormented
1,mark non believer werewolf film serious rely stupidity substitute humor
1,aspires piquant really achieves sort ridiculous sourness
1,accuracy realism terrific film becomes boring dialogue n smart need use poetic license
1,highfalutin title corkscrew narrative movie turn much shaggy human tale
1,soggy cliche bound epic horror yarn end even dumber title
1,one groan inducing familiarity begets another
0,although based real life person john movie rather dull person stuck two hour
2,great story bad idea movie
0,spy kid island lost dream writer director producer robert rodriguez cobbled together film feel like sugar high gone awry
1,entry portal rule attraction spent movie feeling depressed shallow selfish greedy character
1,hard tell crashing banging salesmanship end movie begin
2,god behaving like idiot
2,yes ben kingsley
0,dreadful live action movie
1,divertingly ridiculous headbangingly noisy
2,earnest racial issue picture might gotten respectful critical praise different era say 60
1,hideous confusing spectacle one may well put nail coffin future rice adaptation
0,say fuhgeddaboutit
1,bedroom scene viewer may find wishing could roll take nap
1,collected moment coherent dialogue still would n add time required boil four minute egg
2,despite talking time bloody climax arrives still n feel enough attachment guy care one way another
0,every bit bogus disney live action family movie real plot real conflict real point
3,sensual performance abbass buoy flimsy story inner journey largely unexplored left wondering exotic looking woman whose emotional depth hinted
1,never engaging utterly predictable completely void anything remotely interesting suspenseful
0,spousal abuse major problem contemporary society film reduces domestic tragedy florid melodrama
0,oedekerk wrote patch adam forgiven
0,given free reign project wrote directed starred produced beyond
1,creaking rusty ship make fine backdrop ghost haunting routine
3,whatever eyre failing dramatist deserves credit bringing audience hard bitter place
2,scotland pa blur line black comedy black hole
1,try hard overreaches logic world
1,whole damn thing ripe jerry springer crowd
1,pretty cynical condescending
0,cry spy would latest laziest imaginable vintage tv spinoffs capable engendering emotional response kind
0,boring formulaic mix serial killer stalk n slash
3,would end took orwell bradbury kafka george lucas wachowski brother threw blender
1,problem director n added enough ingredient
2,recent tension rekindled kathleen soliah trial upcoming trial sla member emily william harris mention sept difficult day appreciate fire bright side
1,flaunt quirky excess like new year eve drunk sporting paper party hat
0,writhing dialogue like two different world tonight maid lie schlock filled fairy tale hit new depth unoriginality predictability
0,slow boring occasionally annoying
2,enough material merit documentary making wilco last album
2,faultlessly professional finally slight
0,schmaltzy unfunny adam sandler cartoon hanukkah numbingly bad little nicky bad worst list bad
1,really yet another anemic formulaic lethal weapon derived buddy cop movie trying pas lack imagination hip knowingness
0,scotland pa strangely drab romp
1,studio pizazz might helped
2,perry fist bull moore farm matter time get upper hand matter heart
1,scatological action crazy night proctologist apt encounter entire career
0,loud long frantic half die another day suggests bond franchise run creative wall fly tunnel barrel
2,cartoon true spirit festival light mr deed frank capra
0,sum part equal largely confused mediocrity
1,tone shift abruptly tense celebratory soppy
1,n demand standard quality art choose deserve trash get
1,modest messy metaphysical thriller offering question answer
0,julia played exasperating blandness laura regan
2,morrissette script direction show fair amount intelligence wit n signify whole lot either
1,suspension disbelief bad screenwriting film pack wallop latter
2,m jovovich sanctified heroine look radiant grimly purposeful mildly alarmed forcing open door wielding wrench fleeing monster
2,mocking kung fu picture staple exploitation theater programming witty
1,mocking exercise pointlessness
1,particularly toxic little bonbon palatable chosen jaundiced
0,n cliffsnotes version nicholas nickleby cliffsnotes page missing
1,considering harsh location demanding stunt must difficult shoot movie prof rough going audience well
0,better putting sleep sound machine
1,clichéd one point literally upset apple cart
3,decent glimpse time period outcast longer accessible n necessarily shed light subject popular predecessor
2,might first sci fi comedy could benefit three company style laugh track
1,plot kick film loses credibility
1,credibility sink mire sentiment
1,movie take seriously result make intermittent fun
3,davis bright chipper style keep thing moving never quite managing connect wish fulfilling character human race
1,n amount much anything
0,bullock complete lack focus ability quickly derails film
0,stupid ill conceived badly drawn created whole new level ugly
1,truth truth charlie get increasingly tiresome
2,enduring love exhausting cinema
0,seagal action picture guilty pleasure one formulaic seems auto pilot
2,ponderous meditation love feel significantly longer relatively scant minute
1,long winded stagy session romantic contrivance never really gel like shrewd feminist fairy tale could
1,little pat good
1,film try patience even cinema besotted critic one
1,watching trouble every day least n know coming like biting look like juicy delicious plum hot summer day coming away mouth full rotten pulp living worm
1,well intentioned though may soap opera morality tale antiseptic preprogrammed feel school special
2,would jesus film director
1,create movie better
0,set pre shooting guideline director came actor turn cleverer better written considerable interest finished film bad sign
0,bad sign
2,deeply serious movie care passionately subject often becomes ponderous teaching history lost intricate connection multiple timeline story
2,ca n kick assembled talent russos show genuine promise comic filmmaker
1,still thing feel flimsy ephemeral
4,diane lane shine unfaithful
1,almost everything else wan
2,afraid wo n get frankly fantastical number b flick suspension disbelief
0,rather wrestle disbelief ground apply chloroform soaked handkerchief
2,relentlessly wholesome made want swipe something
2,title helpfully offer succinct review read anywhere
1,maker divine secret ya ya sisterhood offer free ticket second prize course two free ticket anyone locate genuinely honest moment movie
1,god help poor woman attal insecure real life fictional yvan neurosis aggravating enough exhaust patience even understanding spouse
0,let cut consumer advice bottom line stay home
1,undercover brother n go far enough
1,silly black genre spoof
2,film implicit premise faith tonga people every way inferior john
1,rate e effort b boring
2,already seen heartbreak watched far superior nurse betty sunset boulevard
0,even unwatchable soapdish original
2,journey random inconclusive compelling hoffman brilliance almost make worth taking
1,movie bounce map
1,buying sham truth routine indie filmmaking freundlich made another safe movie
0,horrible horribly mediocre
2,always whimsical good enough harm strange hybrid crime thriller quirky character study third rate romance female empowerment fantasy never really find tonal thematic glue need
2,sometimes interesting remake n compare brilliant original
2,conscious effort take spontaneous
1,feel bad king honestly trying schwartzman shot foot
2,actor steal scene
1,tom green give bad odor
0,self infatuated goofball far thing wrong clumsy comedy stealing harvard obvious one
2,sometimes fond memory stay past lesson film teach well
1,enormous comic potential oafish idiot impersonating aristocrat remains sadly unrealized
1,begin promising meditation one america durable obsession wind slender cinematic stunt
1,monster combat thriller impersonal relentlessness videogame series inspired
1,proof thriller sleekly shot expertly cast paced crisp professionalism still letdown twist turn hold surprise yesterday weather report
1,reason keep seeing movie roughly people every year many u keep going embarrassment stupidity warning anyone
2,much going movie unless simply decide buy notion something inexplicably strange happened point pleasant
1,second half film frei control loosens direct proportion amount screen time give nachtwey self analysis
2,director barry skolnick screenwriter glibly tick every point longest yard playbook like checklist
1,furious coherence deniro brings part underscore fuzzy sentimentality movie feel plod toward end le like movie like filmed reading script need polishing
2,oh extreme right
0,extremely dumb
1,extremely confusing
0,extremely boring
0,never really feel involved story idea remain abstract idea
1,shoot em ballistic oddly lifeless
1,one minute think watching serious actioner next though clip pink panther strike sailor moon spliced
1,happened pluto nash
0,ever get made
2,may never think band camp geeky nerdy thing
1,open promising war adventure film ever see dissolve routine courtroom drama better suited movie titled glory soldier story
1,result solemn horrifying yet strangely detached
1,spider outrun motorcycle wrap person sticky cocoon second fall short interesting entertaining
1,long slog anyone committed pokemon fan
0,matthew mcconaughey try fails control screen swaggering machismo top lunacy
0,earth anywhere else director ron underwood manage blow million
1,everyone connected movie seems part insider clique tends breed formulaic film rather fresh one
1,story inspired tumultuous surroundings los angeles feeling marginalization loom every dreamer burst bubble dogwalker character idea never manages put path
1,lack quality earns place alongside two recent duma botch job man iron mask musketeer
1,benign forgettable sci fi diversion
0,plot grind yawn provoking dullness
0,never good sign film star spends entirety film coma
2,worse sign begin envy condition
0,n help director cinematographer stephen kazmierski shoot grungy video giving whole thing dirty tasteless feel
0,desperately unfunny try make u laugh desperately unsuspenseful try make u jump seat
1,film relationship actual tension christmas tree flocking spray actual snow poor durable imitation
0,john mctiernan botched remake may subtler norman jewison ultraviolent futuristic corporate sport saga
1,also stupider
1,director dirk shafer co writer greg hinton ride dubious divide gay porn reach serious drama
1,borrows many literary cinematic source future world feel absolutely deja vu
0,character get depressed story get tiresome especially continues mount conspicuous effort profound
1,acting 25 lack spark csokas particularly unconnected
1,though howard demonstrates great eye director southern gothic drama sadly tough sit undeveloped narrative enough flashback heavy handed metaphor choke horse least slow canter
1,falter take seriously depends heavily otherwise talented cast clown situation n funny
1,fight scene fun grows tedious
1,anyone count five film target market
1,see dumbed concoction going
1,turn neither funny provocative dull
1,demme loose approach kill suspense
0,idea lost originality neither star appears excited rehashing basically one joke picture
1,play broad outline pandering middle age buddy comedy
1,film sort cinematic high crime one brings military courtroom drama low
0,nothing mediocre trifle
0,turgid little history lesson humourless dull
0,silly frightening stolid funny project lazy affability nominal star david arquette
1,kaufman kept cameron diaz prisoner cage ape latest mate
0,trivial profound hyper cliched sincere
0,would hard think recent movie worked hard achieve little fun
1,theology aside put someone ultimately n learn center kid story
1,powerpuff girl charm present movie spread thin
2,sometimes smart often sophomoric
1,ill conceived modern day ending fall flat deliver moral punch
1,collateral damage despite alleged provocation post antique end
1,star attitude obliviousness
1,dawdles drag pop n even virtue enough mindless violence break tedium generational bonding
1,save planet message clash crass marketing
1,great idea becomes great movie
0,watching film nearly provoked take life
3,hour win best picture might
1,end looking something hard bludgeon unconscious
1,movie live action agitprop cartoon shameless coarse almost funny
1,feel like six different movie fighting attention
1,life crock something like
0,made jackass jackass
1,despite powerful portrayal binoche period romance suffers overly deliberate pace uneven narrative momentum
1,picture primer happens lack know mix lack give damn
0,bartleby one joke movie bad joke
1,given movie expect u root convicted violent felon assigned protect u need every bit sympathy con muster time n much
1,bravura exercise emptiness
0,philip k dick must turning grave along stomach
1,despite premise good story waste star power cliched meaningless role
2,print film sent buried pluto
1,movie fail make u part reality fails basic relevancy test well
1,first good bothersome
4,excellent acting direction
1,goofy gangster yarn never really elevates yet another earnestly generic crime busting comic vehicle well intentioned remake show spunk promise fails register anything distinctive daring
0,difficult say whether tuxedo boring embarrassing prepared call draw
1,even lame horror flick go lame
1,routine familiar predictable raise possibility wrote newly automated final draft computer program
1,sunshine state lack kind dynamic limbo offer way rather indulgent piece
1,even legend like alfred hitchcock john huston occasionally directed trifle surprise see world class filmmaker like zhang yimou behind camera yarn ultimately rather inconsequential
1,long winded predictable scenario
1,close phantom menace comfort
1,although trying balance self referential humor normal ol slasher plot seemed like decent endeavor result n fully satisfy either die hard jason fan take good joke
1,clunky busy ribbing truly entertaining
2,movie lying cheating loving friend betray
1,smack purely commercial motivation great love original
2,melanie eventually slug yankee
1,bad former murphy brown n pop reese back
1,bottom rung series entry
0,real clunker
2,well made thoughtful well acted clunker clunker nonetheless
1,dreary rip goodfellas serf muddled offensive cautionary tale hispanic american
1,picture scored perversely cheerful marcus miller accordion harmonica banjo abomination monument bad florid variety
1,good unintentional laugh extreme ops obviously made xxx crowd people enjoy mindless action without benefit decent acting writing direction
1,big baggy sprawling carnival movie stretching u little rhyme reason
1,frustrating combination strained humor heavy handed sentimentality
2,lawrence preaches strictly converted
0,written michael berg michael j wilson story wilson relentless wise guy time approach try way hard get tiring time
1,probably stay shadow two older accessible qatsi sibling
1,movie seems confident enough handle subtlety dive soapy bathos
0,choppy editing many repetitive scene spoil could important documentary stand comedy
1,film fall back old formula teen sex outrageous prank scene designed push envelope bad taste laugh
1,thing pauline paulette n seen scene featuring football field sized oriental rug crafted million vibrant flower
0,looking comedy served better look elsewhere
1,virtually defines comedy strongly mediocre funny bit surfacing every
0,instant candidate worst movie year
2,despite title amy orgasm porno though tedious one
0,like tone deaf singer benefit concert john q bad movie appearing behalf good cause
0,adam sandler gary cooper gnat racehorse
3,kid discover new collectible
1,parent suspect watching minute commercial
2,beer given right line charm paint wall script go wrong several key juncture
1,without september collateral damage would another bad movie
0,bad embarrassing movie
1,drag along dazed enervated drenched past numbness
2,disturbing great white hope undertone side heaven subtly undermines message christian love compassion
1,unless dire need diesel fix real reason see
0,wait video n rent
2,attempt courageous even result wildly uneven
1,something fundamental missing story something someone care
0,much well acted dangerously slow thriller feel like preamble bigger complicated story one never materializes
0,film created solely marketable product soulless ugly movie like result
1,let silly childhood nostalgia slumber unmolested
0,unfortunately heartbreak hospital want convey kind haughtiness sketchy material territory already explored previously better aplomb sardonic wit
1,kevin costner rest pretty boy laurel public regrettably going tepid film like dragonfly tossed
1,difficult get beyond overall blandness american chai despite likable performance refreshingly naive point view
3,latest installment pokemon canon pokemon 4ever surprising le moldy trite last two likely much japanese anime set scenic forest pokemon graze peace
2,taken purely exercise style oppressively gloomy techno horror clambake impossible ignore
0,movie humorless disjointed mess
1,myers decides make another austin power movie maybe stick austin dr evil
0,backyard battle staged green plastic army men exciting almost certainly made sense
1,stupid satire obviously hateful classified otherwise frank novak irritating slice lumpen life reliably soul killing title nearly meaningless
2,overly stylized lot flash black white freeze frame reminiscent pseudo hip luxury car commercial worst actually inside ring
2,captured conceptual process n add sufficient explanation final dance work selection became final form
